"";"serie";"fecha";"valor";"año";"trimestre";"mes";"dato";"con_dato";"fecha_union"
"3308";"Precio del cobre";"2025-6-6";4,39;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3309";"Precio del cobre";"2025-6-7";4,39;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3310";"Precio del cobre";"2025-6-8";4,39;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3311";"Precio del cobre";"2025-6-9";4,46;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3312";"Precio del cobre";"2025-6-10";4,43;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3313";"Precio del cobre";"2025-6-11";4,49;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3314";"Precio del cobre";"2025-6-12";4,46;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3315";"Precio del cobre";"2025-6-13";4,4;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3316";"Precio del cobre";"2025-6-14";4,4;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3317";"Precio del cobre";"2025-6-15";4,4;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3318";"Precio del cobre";"2025-6-16";4,44;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3319";"Precio del cobre";"2025-6-17";4,41;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3320";"Precio del cobre";"2025-6-18";4,44;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3321";"Precio del cobre";"2025-6-19";4,44;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3322";"Precio del cobre";"2025-6-20";4,44;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3323";"Precio del cobre";"2025-6-21";4,44;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3324";"Precio del cobre";"2025-6-22";4,44;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3325";"Precio del cobre";"2025-6-23";4,43;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3326";"Precio del cobre";"2025-6-24";4,49;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3327";"Precio del cobre";"2025-6-25";4,51;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3328";"Precio del cobre";"2025-6-26";4,45;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3329";"Precio del cobre";"2025-6-27";4,45;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3330";"Precio del cobre";"2025-6-28";4,45;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3331";"Precio del cobre";"2025-6-29";4,45;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3332";"Precio del cobre";"2025-6-30";4,64;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3333";"Precio del cobre";"2025-7-1";4,59;2025;NA;7;"precio_cobre";TRUE;2025-07-05
"3334";"Precio del cobre";"2025-7-2";4,56;2025;NA;7;"precio_cobre";TRUE;2025-07-05
"3335";"Precio del cobre";"2025-7-3";4,56;2025;NA;7;"precio_cobre";TRUE;2025-07-05
"3336";"Precio del cobre";"2025-7-4";4,59;2025;NA;7;"precio_cobre";TRUE;2025-07-05
"3337";"Precio del cobre";"2025-7-5";4,59;2025;NA;7;"precio_cobre";FALSE;2025-07-05
"3338";"Índice de producción industrial, INE (base 2018=100)";"2010-1-1";83,8;2010;NA;1;"prod_industrial";NA;2025-07-05
"3339";"Índice de producción industrial, INE (base 2018=100)";"2010-2-1";79,9;2010;NA;2;"prod_industrial";NA;2025-07-05
"3340";"Índice de producción industrial, INE (base 2018=100)";"2010-3-1";84,3;2010;NA;3;"prod_industrial";NA;2025-07-05
"3341";"Índice de producción industrial, INE (base 2018=100)";"2010-4-1";87,6;2010;NA;4;"prod_industrial";NA;2025-07-05
"3342";"Índice de producción industrial, INE (base 2018=100)";"2010-5-1";86,6;2010;NA;5;"prod_industrial";NA;2025-07-05
"3343";"Índice de producción industrial, INE (base 2018=100)";"2010-6-1";88,5;2010;NA;6;"prod_industrial";NA;2025-07-05
"3344";"Índice de producción industrial, INE (base 2018=100)";"2010-7-1";89,5;2010;NA;7;"prod_industrial";NA;2025-07-05
"3345";"Índice de producción industrial, INE (base 2018=100)";"2010-8-1";91,6;2010;NA;8;"prod_industrial";NA;2025-07-05
"3346";"Índice de producción industrial, INE (base 2018=100)";"2010-9-1";86,4;2010;NA;9;"prod_industrial";NA;2025-07-05
"3347";"Índice de producción industrial, INE (base 2018=100)";"2010-10-1";92,1;2010;NA;10;"prod_industrial";NA;2025-07-05
"3348";"Índice de producción industrial, INE (base 2018=100)";"2010-11-1";92,9;2010;NA;11;"prod_industrial";NA;2025-07-05
"3349";"Índice de producción industrial, INE (base 2018=100)";"2010-12-1";96,6;2010;NA;12;"prod_industrial";NA;2025-07-05
"3350";"Índice de producción industrial, INE (base 2018=100)";"2011-1-1";91;2011;NA;1;"prod_industrial";NA;2025-07-05
"3351";"Índice de producción industrial, INE (base 2018=100)";"2011-2-1";81,4;2011;NA;2;"prod_industrial";NA;2025-07-05
"3352";"Índice de producción industrial, INE (base 2018=100)";"2011-3-1";96,1;2011;NA;3;"prod_industrial";NA;2025-07-05
"3353";"Índice de producción industrial, INE (base 2018=100)";"2011-4-1";89,8;2011;NA;4;"prod_industrial";NA;2025-07-05
"3354";"Índice de producción industrial, INE (base 2018=100)";"2011-5-1";91,9;2011;NA;5;"prod_industrial";NA;2025-07-05
"3355";"Índice de producción industrial, INE (base 2018=100)";"2011-6-1";89,3;2011;NA;6;"prod_industrial";NA;2025-07-05
"3356";"Índice de producción industrial, INE (base 2018=100)";"2011-7-1";84,5;2011;NA;7;"prod_industrial";NA;2025-07-05
"3357";"Índice de producción industrial, INE (base 2018=100)";"2011-8-1";91;2011;NA;8;"prod_industrial";NA;2025-07-05
"3358";"Índice de producción industrial, INE (base 2018=100)";"2011-9-1";90,6;2011;NA;9;"prod_industrial";NA;2025-07-05
"3359";"Índice de producción industrial, INE (base 2018=100)";"2011-10-1";94,7;2011;NA;10;"prod_industrial";NA;2025-07-05
"3360";"Índice de producción industrial, INE (base 2018=100)";"2011-11-1";95,6;2011;NA;11;"prod_industrial";NA;2025-07-05
"3361";"Índice de producción industrial, INE (base 2018=100)";"2011-12-1";101,8;2011;NA;12;"prod_industrial";NA;2025-07-05
"3362";"Índice de producción industrial, INE (base 2018=100)";"2012-1-1";92,1;2012;NA;1;"prod_industrial";NA;2025-07-05
"3363";"Índice de producción industrial, INE (base 2018=100)";"2012-2-1";88,5;2012;NA;2;"prod_industrial";NA;2025-07-05
"3364";"Índice de producción industrial, INE (base 2018=100)";"2012-3-1";98,2;2012;NA;3;"prod_industrial";NA;2025-07-05
"3365";"Índice de producción industrial, INE (base 2018=100)";"2012-4-1";93,5;2012;NA;4;"prod_industrial";NA;2025-07-05
"3366";"Índice de producción industrial, INE (base 2018=100)";"2012-5-1";95,7;2012;NA;5;"prod_industrial";NA;2025-07-05
"3367";"Índice de producción industrial, INE (base 2018=100)";"2012-6-1";92,6;2012;NA;6;"prod_industrial";NA;2025-07-05
"3368";"Índice de producción industrial, INE (base 2018=100)";"2012-7-1";89,5;2012;NA;7;"prod_industrial";NA;2025-07-05
"3369";"Índice de producción industrial, INE (base 2018=100)";"2012-8-1";96,3;2012;NA;8;"prod_industrial";NA;2025-07-05
"3370";"Índice de producción industrial, INE (base 2018=100)";"2012-9-1";90,7;2012;NA;9;"prod_industrial";NA;2025-07-05
"3371";"Índice de producción industrial, INE (base 2018=100)";"2012-10-1";99,5;2012;NA;10;"prod_industrial";NA;2025-07-05
"3372";"Índice de producción industrial, INE (base 2018=100)";"2012-11-1";98,3;2012;NA;11;"prod_industrial";NA;2025-07-05
"3373";"Índice de producción industrial, INE (base 2018=100)";"2012-12-1";100,1;2012;NA;12;"prod_industrial";NA;2025-07-05
"3374";"Índice de producción industrial, INE (base 2018=100)";"2013-1-1";98;2013;NA;1;"prod_industrial";NA;2025-07-05
"3375";"Índice de producción industrial, INE (base 2018=100)";"2013-2-1";90,7;2013;NA;2;"prod_industrial";NA;2025-07-05
"3376";"Índice de producción industrial, INE (base 2018=100)";"2013-3-1";100,8;2013;NA;3;"prod_industrial";NA;2025-07-05
"3377";"Índice de producción industrial, INE (base 2018=100)";"2013-4-1";95;2013;NA;4;"prod_industrial";NA;2025-07-05
"3378";"Índice de producción industrial, INE (base 2018=100)";"2013-5-1";96;2013;NA;5;"prod_industrial";NA;2025-07-05
"3379";"Índice de producción industrial, INE (base 2018=100)";"2013-6-1";94,8;2013;NA;6;"prod_industrial";NA;2025-07-05
"3380";"Índice de producción industrial, INE (base 2018=100)";"2013-7-1";98,2;2013;NA;7;"prod_industrial";NA;2025-07-05
"3381";"Índice de producción industrial, INE (base 2018=100)";"2013-8-1";99,1;2013;NA;8;"prod_industrial";NA;2025-07-05
"3382";"Índice de producción industrial, INE (base 2018=100)";"2013-9-1";93,6;2013;NA;9;"prod_industrial";NA;2025-07-05
"3383";"Índice de producción industrial, INE (base 2018=100)";"2013-10-1";102,1;2013;NA;10;"prod_industrial";NA;2025-07-05
"3384";"Índice de producción industrial, INE (base 2018=100)";"2013-11-1";102,1;2013;NA;11;"prod_industrial";NA;2025-07-05
"3385";"Índice de producción industrial, INE (base 2018=100)";"2013-12-1";103;2013;NA;12;"prod_industrial";NA;2025-07-05
"3386";"Índice de producción industrial, INE (base 2018=100)";"2014-1-1";96,6;2014;NA;1;"prod_industrial";NA;2025-07-05
"3387";"Índice de producción industrial, INE (base 2018=100)";"2014-2-1";92,1;2014;NA;2;"prod_industrial";NA;2025-07-05
"3388";"Índice de producción industrial, INE (base 2018=100)";"2014-3-1";101,1;2014;NA;3;"prod_industrial";NA;2025-07-05
"3389";"Índice de producción industrial, INE (base 2018=100)";"2014-4-1";98,1;2014;NA;4;"prod_industrial";NA;2025-07-05
"3390";"Índice de producción industrial, INE (base 2018=100)";"2014-5-1";100,6;2014;NA;5;"prod_industrial";NA;2025-07-05
"3391";"Índice de producción industrial, INE (base 2018=100)";"2014-6-1";97,3;2014;NA;6;"prod_industrial";NA;2025-07-05
"3392";"Índice de producción industrial, INE (base 2018=100)";"2014-7-1";96,8;2014;NA;7;"prod_industrial";NA;2025-07-05
"3393";"Índice de producción industrial, INE (base 2018=100)";"2014-8-1";96;2014;NA;8;"prod_industrial";NA;2025-07-05
"3394";"Índice de producción industrial, INE (base 2018=100)";"2014-9-1";94,1;2014;NA;9;"prod_industrial";NA;2025-07-05
"3395";"Índice de producción industrial, INE (base 2018=100)";"2014-10-1";102,1;2014;NA;10;"prod_industrial";NA;2025-07-05
"3396";"Índice de producción industrial, INE (base 2018=100)";"2014-11-1";98,4;2014;NA;11;"prod_industrial";NA;2025-07-05
"3397";"Índice de producción industrial, INE (base 2018=100)";"2014-12-1";103,6;2014;NA;12;"prod_industrial";NA;2025-07-05
"3398";"Índice de producción industrial, INE (base 2018=100)";"2015-1-1";99,4;2015;NA;1;"prod_industrial";NA;2025-07-05
"3399";"Índice de producción industrial, INE (base 2018=100)";"2015-2-1";92,4;2015;NA;2;"prod_industrial";NA;2025-07-05
"3400";"Índice de producción industrial, INE (base 2018=100)";"2015-3-1";101,6;2015;NA;3;"prod_industrial";NA;2025-07-05
"3401";"Índice de producción industrial, INE (base 2018=100)";"2015-4-1";98,1;2015;NA;4;"prod_industrial";NA;2025-07-05
"3402";"Índice de producción industrial, INE (base 2018=100)";"2015-5-1";99,5;2015;NA;5;"prod_industrial";NA;2025-07-05
"3403";"Índice de producción industrial, INE (base 2018=100)";"2015-6-1";99,5;2015;NA;6;"prod_industrial";NA;2025-07-05
"3404";"Índice de producción industrial, INE (base 2018=100)";"2015-7-1";97,3;2015;NA;7;"prod_industrial";NA;2025-07-05
"3405";"Índice de producción industrial, INE (base 2018=100)";"2015-8-1";93,3;2015;NA;8;"prod_industrial";NA;2025-07-05
"3406";"Índice de producción industrial, INE (base 2018=100)";"2015-9-1";97,2;2015;NA;9;"prod_industrial";NA;2025-07-05
"3407";"Índice de producción industrial, INE (base 2018=100)";"2015-10-1";102,3;2015;NA;10;"prod_industrial";NA;2025-07-05
"3408";"Índice de producción industrial, INE (base 2018=100)";"2015-11-1";99;2015;NA;11;"prod_industrial";NA;2025-07-05
"3409";"Índice de producción industrial, INE (base 2018=100)";"2015-12-1";102,9;2015;NA;12;"prod_industrial";NA;2025-07-05
"3410";"Índice de producción industrial, INE (base 2018=100)";"2016-1-1";95,1;2016;NA;1;"prod_industrial";NA;2025-07-05
"3411";"Índice de producción industrial, INE (base 2018=100)";"2016-2-1";95;2016;NA;2;"prod_industrial";NA;2025-07-05
"3412";"Índice de producción industrial, INE (base 2018=100)";"2016-3-1";105,1;2016;NA;3;"prod_industrial";NA;2025-07-05
"3413";"Índice de producción industrial, INE (base 2018=100)";"2016-4-1";95,8;2016;NA;4;"prod_industrial";NA;2025-07-05
"3414";"Índice de producción industrial, INE (base 2018=100)";"2016-5-1";99,3;2016;NA;5;"prod_industrial";NA;2025-07-05
"3415";"Índice de producción industrial, INE (base 2018=100)";"2016-6-1";95,3;2016;NA;6;"prod_industrial";NA;2025-07-05
"3416";"Índice de producción industrial, INE (base 2018=100)";"2016-7-1";94,7;2016;NA;7;"prod_industrial";NA;2025-07-05
"3417";"Índice de producción industrial, INE (base 2018=100)";"2016-8-1";97,2;2016;NA;8;"prod_industrial";NA;2025-07-05
"3418";"Índice de producción industrial, INE (base 2018=100)";"2016-9-1";95,7;2016;NA;9;"prod_industrial";NA;2025-07-05
"3419";"Índice de producción industrial, INE (base 2018=100)";"2016-10-1";96,6;2016;NA;10;"prod_industrial";NA;2025-07-05
"3420";"Índice de producción industrial, INE (base 2018=100)";"2016-11-1";100,3;2016;NA;11;"prod_industrial";NA;2025-07-05
"3421";"Índice de producción industrial, INE (base 2018=100)";"2016-12-1";102,3;2016;NA;12;"prod_industrial";NA;2025-07-05
"3422";"Índice de producción industrial, INE (base 2018=100)";"2017-1-1";94,5;2017;NA;1;"prod_industrial";NA;2025-07-05
"3423";"Índice de producción industrial, INE (base 2018=100)";"2017-2-1";86,2;2017;NA;2;"prod_industrial";NA;2025-07-05
"3424";"Índice de producción industrial, INE (base 2018=100)";"2017-3-1";95,4;2017;NA;3;"prod_industrial";NA;2025-07-05
"3425";"Índice de producción industrial, INE (base 2018=100)";"2017-4-1";91;2017;NA;4;"prod_industrial";NA;2025-07-05
"3426";"Índice de producción industrial, INE (base 2018=100)";"2017-5-1";98,2;2017;NA;5;"prod_industrial";NA;2025-07-05
"3427";"Índice de producción industrial, INE (base 2018=100)";"2017-6-1";93,7;2017;NA;6;"prod_industrial";NA;2025-07-05
"3428";"Índice de producción industrial, INE (base 2018=100)";"2017-7-1";97;2017;NA;7;"prod_industrial";NA;2025-07-05
"3429";"Índice de producción industrial, INE (base 2018=100)";"2017-8-1";101,1;2017;NA;8;"prod_industrial";NA;2025-07-05
"3430";"Índice de producción industrial, INE (base 2018=100)";"2017-9-1";96,5;2017;NA;9;"prod_industrial";NA;2025-07-05
"3431";"Índice de producción industrial, INE (base 2018=100)";"2017-10-1";100,8;2017;NA;10;"prod_industrial";NA;2025-07-05
"3432";"Índice de producción industrial, INE (base 2018=100)";"2017-11-1";102,4;2017;NA;11;"prod_industrial";NA;2025-07-05
"3433";"Índice de producción industrial, INE (base 2018=100)";"2017-12-1";102,4;2017;NA;12;"prod_industrial";NA;2025-07-05
"3434";"Índice de producción industrial, INE (base 2018=100)";"2018-1-1";98,6;2018;NA;1;"prod_industrial";NA;2025-07-05
"3435";"Índice de producción industrial, INE (base 2018=100)";"2018-2-1";94,5;2018;NA;2;"prod_industrial";NA;2025-07-05
"3436";"Índice de producción industrial, INE (base 2018=100)";"2018-3-1";103,7;2018;NA;3;"prod_industrial";NA;2025-07-05
"3437";"Índice de producción industrial, INE (base 2018=100)";"2018-4-1";97,7;2018;NA;4;"prod_industrial";NA;2025-07-05
"3438";"Índice de producción industrial, INE (base 2018=100)";"2018-5-1";101,4;2018;NA;5;"prod_industrial";NA;2025-07-05
"3439";"Índice de producción industrial, INE (base 2018=100)";"2018-6-1";98,8;2018;NA;6;"prod_industrial";NA;2025-07-05
"3440";"Índice de producción industrial, INE (base 2018=100)";"2018-7-1";98,1;2018;NA;7;"prod_industrial";NA;2025-07-05
"3441";"Índice de producción industrial, INE (base 2018=100)";"2018-8-1";100;2018;NA;8;"prod_industrial";NA;2025-07-05
"3442";"Índice de producción industrial, INE (base 2018=100)";"2018-9-1";93,7;2018;NA;9;"prod_industrial";NA;2025-07-05
"3443";"Índice de producción industrial, INE (base 2018=100)";"2018-10-1";103,2;2018;NA;10;"prod_industrial";NA;2025-07-05
"3444";"Índice de producción industrial, INE (base 2018=100)";"2018-11-1";104,4;2018;NA;11;"prod_industrial";NA;2025-07-05
"3445";"Índice de producción industrial, INE (base 2018=100)";"2018-12-1";106,1;2018;NA;12;"prod_industrial";NA;2025-07-05
"3446";"Índice de producción industrial, INE (base 2018=100)";"2019-1-1";99;2019;NA;1;"prod_industrial";NA;2025-07-05
"3447";"Índice de producción industrial, INE (base 2018=100)";"2019-2-1";91;2019;NA;2;"prod_industrial";NA;2025-07-05
"3448";"Índice de producción industrial, INE (base 2018=100)";"2019-3-1";101,7;2019;NA;3;"prod_industrial";NA;2025-07-05
"3449";"Índice de producción industrial, INE (base 2018=100)";"2019-4-1";98,9;2019;NA;4;"prod_industrial";NA;2025-07-05
"3450";"Índice de producción industrial, INE (base 2018=100)";"2019-5-1";102,1;2019;NA;5;"prod_industrial";NA;2025-07-05
"3451";"Índice de producción industrial, INE (base 2018=100)";"2019-6-1";96,7;2019;NA;6;"prod_industrial";NA;2025-07-05
"3452";"Índice de producción industrial, INE (base 2018=100)";"2019-7-1";100,6;2019;NA;7;"prod_industrial";NA;2025-07-05
"3453";"Índice de producción industrial, INE (base 2018=100)";"2019-8-1";101,8;2019;NA;8;"prod_industrial";NA;2025-07-05
"3454";"Índice de producción industrial, INE (base 2018=100)";"2019-9-1";94,8;2019;NA;9;"prod_industrial";NA;2025-07-05
"3455";"Índice de producción industrial, INE (base 2018=100)";"2019-10-1";99,3;2019;NA;10;"prod_industrial";NA;2025-07-05
"3456";"Índice de producción industrial, INE (base 2018=100)";"2019-11-1";101,4;2019;NA;11;"prod_industrial";NA;2025-07-05
"3457";"Índice de producción industrial, INE (base 2018=100)";"2019-12-1";107,8;2019;NA;12;"prod_industrial";NA;2025-07-05
"3458";"Índice de producción industrial, INE (base 2018=100)";"2020-1-1";99,9;2020;NA;1;"prod_industrial";NA;2025-07-05
"3459";"Índice de producción industrial, INE (base 2018=100)";"2020-2-1";96,3;2020;NA;2;"prod_industrial";NA;2025-07-05
"3460";"Índice de producción industrial, INE (base 2018=100)";"2020-3-1";103,2;2020;NA;3;"prod_industrial";NA;2025-07-05
"3461";"Índice de producción industrial, INE (base 2018=100)";"2020-4-1";96,2;2020;NA;4;"prod_industrial";NA;2025-07-05
"3462";"Índice de producción industrial, INE (base 2018=100)";"2020-5-1";96,9;2020;NA;5;"prod_industrial";NA;2025-07-05
"3463";"Índice de producción industrial, INE (base 2018=100)";"2020-6-1";93,5;2020;NA;6;"prod_industrial";NA;2025-07-05
"3464";"Índice de producción industrial, INE (base 2018=100)";"2020-7-1";96,5;2020;NA;7;"prod_industrial";NA;2025-07-05
"3465";"Índice de producción industrial, INE (base 2018=100)";"2020-8-1";97,5;2020;NA;8;"prod_industrial";NA;2025-07-05
"3466";"Índice de producción industrial, INE (base 2018=100)";"2020-9-1";96,5;2020;NA;9;"prod_industrial";NA;2025-07-05
"3467";"Índice de producción industrial, INE (base 2018=100)";"2020-10-1";102,3;2020;NA;10;"prod_industrial";NA;2025-07-05
"3468";"Índice de producción industrial, INE (base 2018=100)";"2020-11-1";100,9;2020;NA;11;"prod_industrial";NA;2025-07-05
"3469";"Índice de producción industrial, INE (base 2018=100)";"2020-12-1";104,7;2020;NA;12;"prod_industrial";NA;2025-07-05
"3470";"Índice de producción industrial, INE (base 2018=100)";"2021-1-1";99,4;2021;NA;1;"prod_industrial";NA;2025-07-05
"3471";"Índice de producción industrial, INE (base 2018=100)";"2021-2-1";92,6;2021;NA;2;"prod_industrial";NA;2025-07-05
"3472";"Índice de producción industrial, INE (base 2018=100)";"2021-3-1";106,9;2021;NA;3;"prod_industrial";NA;2025-07-05
"3473";"Índice de producción industrial, INE (base 2018=100)";"2021-4-1";100,2;2021;NA;4;"prod_industrial";NA;2025-07-05
"3474";"Índice de producción industrial, INE (base 2018=100)";"2021-5-1";100,6;2021;NA;5;"prod_industrial";NA;2025-07-05
"3475";"Índice de producción industrial, INE (base 2018=100)";"2021-6-1";99,9;2021;NA;6;"prod_industrial";NA;2025-07-05
"3476";"Índice de producción industrial, INE (base 2018=100)";"2021-7-1";99,7;2021;NA;7;"prod_industrial";NA;2025-07-05
"3477";"Índice de producción industrial, INE (base 2018=100)";"2021-8-1";100,5;2021;NA;8;"prod_industrial";NA;2025-07-05
"3478";"Índice de producción industrial, INE (base 2018=100)";"2021-9-1";97,1;2021;NA;9;"prod_industrial";NA;2025-07-05
"3479";"Índice de producción industrial, INE (base 2018=100)";"2021-10-1";103,8;2021;NA;10;"prod_industrial";NA;2025-07-05
"3480";"Índice de producción industrial, INE (base 2018=100)";"2021-11-1";103,5;2021;NA;11;"prod_industrial";NA;2025-07-05
"3481";"Índice de producción industrial, INE (base 2018=100)";"2021-12-1";106,7;2021;NA;12;"prod_industrial";NA;2025-07-05
"3482";"Índice de producción industrial, INE (base 2018=100)";"2022-1-1";96,3;2022;NA;1;"prod_industrial";NA;2025-07-05
"3483";"Índice de producción industrial, INE (base 2018=100)";"2022-2-1";90,5;2022;NA;2;"prod_industrial";NA;2025-07-05
"3484";"Índice de producción industrial, INE (base 2018=100)";"2022-3-1";107,1;2022;NA;3;"prod_industrial";NA;2025-07-05
"3485";"Índice de producción industrial, INE (base 2018=100)";"2022-4-1";95,3;2022;NA;4;"prod_industrial";NA;2025-07-05
"3486";"Índice de producción industrial, INE (base 2018=100)";"2022-5-1";100,3;2022;NA;5;"prod_industrial";NA;2025-07-05
"3487";"Índice de producción industrial, INE (base 2018=100)";"2022-6-1";96,5;2022;NA;6;"prod_industrial";NA;2025-07-05
"3488";"Índice de producción industrial, INE (base 2018=100)";"2022-7-1";95,4;2022;NA;7;"prod_industrial";NA;2025-07-05
"3489";"Índice de producción industrial, INE (base 2018=100)";"2022-8-1";96,4;2022;NA;8;"prod_industrial";NA;2025-07-05
"3490";"Índice de producción industrial, INE (base 2018=100)";"2022-9-1";93,7;2022;NA;9;"prod_industrial";NA;2025-07-05
"3491";"Índice de producción industrial, INE (base 2018=100)";"2022-10-1";99,1;2022;NA;10;"prod_industrial";NA;2025-07-05
"3492";"Índice de producción industrial, INE (base 2018=100)";"2022-11-1";99,4;2022;NA;11;"prod_industrial";NA;2025-07-05
"3493";"Índice de producción industrial, INE (base 2018=100)";"2022-12-1";106,2;2022;NA;12;"prod_industrial";NA;2025-07-05
"3494";"Índice de producción industrial, INE (base 2018=100)";"2023-1-1";97,1;2023;NA;1;"prod_industrial";NA;2025-07-05
"3495";"Índice de producción industrial, INE (base 2018=100)";"2023-2-1";89,8;2023;NA;2;"prod_industrial";NA;2025-07-05
"3496";"Índice de producción industrial, INE (base 2018=100)";"2023-3-1";101;2023;NA;3;"prod_industrial";NA;2025-07-05
"3497";"Índice de producción industrial, INE (base 2018=100)";"2023-4-1";95,1;2023;NA;4;"prod_industrial";NA;2025-07-05
"3498";"Índice de producción industrial, INE (base 2018=100)";"2023-5-1";96,4;2023;NA;5;"prod_industrial";NA;2025-07-05
"3499";"Índice de producción industrial, INE (base 2018=100)";"2023-6-1";96,5;2023;NA;6;"prod_industrial";NA;2025-07-05
"3500";"Índice de producción industrial, INE (base 2018=100)";"2023-7-1";96,3;2023;NA;7;"prod_industrial";NA;2025-07-05
"3501";"Índice de producción industrial, INE (base 2018=100)";"2023-8-1";96,9;2023;NA;8;"prod_industrial";NA;2025-07-05
